fold,iso,a,b,c,lat,lng,training_count
4,BY,0,2,11,53.72800178361966,25.55004719952464,6
4,BY,0,6,1,53.49367638708889,26.359156283960576,6
4,BY,0,10,3,54.36468065974014,26.21388269332752,42
4,BY,0,10,15,55.05537985490015,26.72705572833685,7
4,BY,1,1,0,55.28637354389198,29.616548822008554,16
4,BY,1,1,12,54.95179083348457,30.3148292635999,63
4,BY,1,3,10,54.52203349099802,29.06322910367056,9
4,BY,2,0,13,52.85463239057884,30.675217614392047,16
4,BY,2,5,8,53.06264354108697,29.45582866584156,32
4,BY,2,5,13,52.968782456718436,30.006991634625102,9
4,BY,2,7,13,53.22485565551783,30.538204697067844,4
4,BY,2,7,14,53.62986511536931,31.58956130243985,21
4,BY,2,7,16,53.77840033065742,30.403451763693212,39
4,BY,3,3,0,54.94870726255407,28.80641497372499,3
4,BY,3,3,10,54.760341774578166,28.32102567898335,4
4,BY,3,8,0,55.3911717167635,28.89924673966252,31
4,BY,3,8,9,55.833197056134075,28.493510706129644,60
4,BY,3,8,15,55.18068236210593,27.82052170331476,7
4,BY,3,10,15,55.10622463805512,27.22140548156616,3
4,BY,4,0,2,52.145145794681724,30.394445342372393,4
4,BY,4,0,6,52.335618852076045,31.146955964368985,34
4,BY,4,5,8,52.67677755604921,29.384642829875908,4
4,BY,4,5,17,52.46869450539279,29.27916996971707,2
4,BY,4,11,2,51.81909007101101,30.181130572094208,23
4,BY,4,11,17,51.863513497387416,29.174957572563276,42
4,BY,5,2,11,53.306988068374835,24.8476469315915,21
4,BY,5,6,1,53.04104600000001,26.254607999999998,1
4,BY,5,9,5,52.32574306452027,24.102546922787393,21
4,BY,5,9,7,52.410888660310114,25.481388473380733,35
4,BY,6,4,4,52.20438982763021,27.436942330522225,42
4,BY,6,4,7,52.144614922691545,26.327112518954067,4
4,BY,6,4,17,52.23329499999999,28.419575,1
4,BY,6,6,1,52.989682539116465,27.148057825830524,7
4,BY,6,9,7,52.1546263683298,26.092370097883926,3
4,BY,6,11,17,52.21802337329342,28.54041349927566,2
4,BY,7,3,10,54.221786729745034,28.280128050725562,26
4,BY,7,5,8,53.210090480175445,28.68887600408628,8
4,BY,7,6,1,53.439893966159374,27.446427612280523,32
4,BY,7,6,10,53.860604,27.902789,1
4,BY,7,10,10,54.13440700000001,27.347631,1
4,DE,8,15,18,53.30056091591128,9.417164612244713,5
4,DE,8,15,20,53.42090900695783,8.17841715805563,29
4,DE,8,19,18,53.2148429203311,10.067802682886366,18
4,DE,8,21,18,53.771126346650945,10.333687098378844,6
4,DE,8,21,30,54.44502700000001,11.249409,1
4,DE,8,21,32,54.30020137480455,9.335549016465158,56
4,DE,9,13,30,53.940848166902214,12.791416323377216,22
4,DE,9,13,34,53.052839011696136,12.780080584158044,23
4,DE,9,13,35,52.448097,12.508369000000002,1
4,DE,9,17,25,51.96475800000001,10.663355999999999,1
4,DE,9,19,18,52.96360950740604,10.997402393762302,34
4,DE,9,19,25,52.13043783601942,10.534781653642284,3
