filename,country,iso,lat,lng,fold,country_index,a,b,c,coarse,fine
0006762b474e4b4d9be9a61ed0247fd9.jpg,Italy,IT,40.890871,14.348968,2,7,56,89,135,43,144
000f2b81d53847fa840df9bd0d59f9cf.jpg,Poland,PL,51.659431,17.800406,0,9,77,116,162,54,191
000f306e85ea4f5ca0ba89e76b6d698b.jpg,Finland,FI,67.673233,24.221374,0,3,25,38,59,18,70
00138c19ed274a64a8eb01a8fbd6c33f.jpg,Finland,FI,65.50081,28.926073,2,3,28,41,70,20,76
0019a967bdae44d4a7adc69bfcb1f823.jpg,Iceland,IS,63.617922,-18.451649,2,6,50,77,108,39,125
001c2dde9a32436ca4192d5015a4af8c.jpg,Finland,FI,60.84178,25.545941,2,3,27,44,54,19,74
001d942139a74bc7a3dc6f15fda203fe.jpg,United_Kingdom,GB,57.398188,-3.408784,4,5,44,65,100,32,110
00368a72f2a9491fba0f2fd1ea95bfbc.jpg,France,FR,45.374921,4.68234,2,4,33,51,83,26,97
003c69a1a1344a9b9706180523b39e7b.jpg,Spain,ES,38.132169,-0.951758,3,2,23,35,42,17,56
003e7647a298476f9a6d86b43aa613f3.jpg,United_Kingdom,GB,52.771584,-2.733232,0,5,46,70,102,34,108
00413a2cbe4740afa40dd8b5d9236855.jpg,Norway,NO,58.671712,5.596509,4,8,64,99,147,53,160
0041ded3d11848a29e1b5f3e2a795dbb.jpg,Poland,PL,51.776288,21.16491,0,9,78,118,177,58,185
00440e61758940c089a060199d0820d0.jpg,United_Kingdom,GB,50.37843,-4.942082,0,5,41,63,101,33,107
0048aaf4799e4812af341787e23beb84.jpg,Italy,IT,41.138182,16.765977,3,7,63,95,137,43,155
004d6a54456c4568accb522ab7ef6736.jpg,Belarus,BY,53.483668,26.399052,0,0,7,8,15,2,17
004e2663dd664c728eee9b671633815d.jpg,Italy,IT,39.079642,8.418951,0,7,57,90,126,44,149
004ebffb76f84ed8aef5b1dd8cc3764d.jpg,Finland,FI,67.124174,25.056933,2,3,25,38,66,18,61
004fb7c4318e43c88e7b8f9fc6c64783.jpg,United_Kingdom,GB,50.095049,-5.559013,3,5,41,63,106,33,107
0050602ff67c4226940f39601ead69fd.jpg,Germany,DE,51.058411,14.616768,0,1,15,13,23,6,25
005658d1ba634559a38d1c7ebdbf7f21.jpg,Turkey,TR,39.125923,30.16177,0,11,95,141,206,70,221
0057bf0f91f64f04b899dee57ade9960.jpg,Sweden,SE,62.448483,17.308534,4,10,84,122,193,63,216
0068ad409c7c423bb620022c5f839e6e.jpg,Turkey,TR,38.270758,40.9521,3,11,94,133,202,68,222
0069ba77e4454caca74a367303668dd2.jpg,Italy,IT,42.779707,11.124759,4,7,59,86,134,42,157
006d6770631844dfb8430961c13f069d.jpg,Finland,FI,63.630349,25.785498,2,3,24,47,71,21,78
007111be52084672b8eed21fa7298449.jpg,Poland,PL,50.379338,19.758415,0,9,73,110,173,57,181
007b0d7c6deb41499dfa6e335c370d37.jpg,Turkey,TR,40.741136,30.43627,3,11,95,134,209,70,237
0087f52cd0b9428b9b8f1576f3bf91f0.jpg,Spain,ES,39.351556,3.132722,0,2,17,31,40,14,42
008aaac423a34be6bf455d8433560fe5.jpg,Iceland,IS,66.01157,-19.387095,4,6,51,80,110,40,120
00906204ddc84819a976d80a06e4bcb3.jpg,France,FR,49.418365,5.704938,2,4,32,57,74,25,88
00937a4d0d6b4653b84e010a74a70afb.jpg,Sweden,SE,55.735412,13.860623,0,10,83,128,191,65,206
00962bcda8a74486be91dc7fe4986b4c.jpg,Spain,ES,41.103312,-1.168238,4,2,19,33,45,15,57
00a75e537d2744aca7570fe2033b6617.jpg,Iceland,IS,63.89848,-16.606319,4,6,52,72,118,39,133
00b08cf54351475abbddcc7500120f13.jpg,Germany,DE,53.264812,14.34853,3,1,13,19,30,6,23
00bf755ac0f84c9d90fc5a4f7ee74ba5.jpg,Sweden,SE,58.281304,12.745366,0,10,85,126,184,65,219
00bf92708e3b40b6b3c9c66cde332727.jpg,Norway,NO,68.342705,16.328299,2,8,65,96,154,48,178
00c1b46f23a742efb330ae46aa173c56.jpg,Spain,ES,39.561229,3.249621,4,2,17,31,40,14,42
00cdd5e5637641948ccfa56664dddce7.jpg,France,FR,46.297168,3.43746,2,4,38,51,80,25,97
00d2012ffeea43e491f51f2a17dc02be.jpg,Sweden,SE,56.223308,13.58875,3,10,83,128,191,65,206
00d4d532911b4b98a169f0ea1b7a2c3d.jpg,Italy,IT,46.826268,11.935988,0,7,58,94,128,45,151
00d57395be3e4bcfbc668d57f7abba53.jpg,Finland,FI,60.393724,24.43317,2,3,27,44,54,19,64
00e55fccb2f94dd5aa2e35eb423543da.jpg,United_Kingdom,GB,58.538793,-4.297489,0,5,42,62,95,32,112
00e7b198280a4879bb6d1d89e222bace.jpg,United_Kingdom,GB,56.901067,-5.019641,4,5,44,68,90,30,105
00eb2764b1304e9e961a630fe3ecb1b7.jpg,Sweden,SE,65.449526,19.401993,2,10,82,127,190,62,205
00eb7a03b59f42eda54be709e34a31d6.jpg,Norway,NO,68.361888,22.859862,3,8,71,103,144,51,164
0118eaaf3af34a029ac85c82b7e13c61.jpg,Spain,ES,28.952993,-13.669843,3,2,21,27,39,16,41
011ad31d608747d2a606e95e15766468.jpg,Spain,ES,43.728035,-7.716684,2,2,16,29,36,12,44
011cd0131f1b4a7db7a62155c7279d37.jpg,France,FR,47.289175,1.796063,4,4,38,49,87,29,86
01204bb1cc974cebb6b59957b76bc699.jpg,Germany,DE,51.46135,14.74825,0,1,15,13,23,6,25
01237c2c2f254c609256cc01a6f4944b.jpg,Spain,ES,41.724769,1.426922,3,2,19,24,37,14,59
012e938238004624a16cf5740c81b0a8.jpg,Spain,ES,39.994325,3.845642,4,2,17,31,40,14,42
0134dedfb9294095a1f335ce4983d527.jpg,Norway,NO,64.4127,12.327412,3,8,67,102,153,50,163
0136861569f44336a7e199f9d4049bdc.jpg,Finland,FI,61.938738,23.963101,2,3,30,42,67,22,72
013dab95aed1425185b471f4ec69f0ca.jpg,Sweden,SE,57.972152,16.238288,0,10,87,123,195,61,201
01473e114b0b43d98b1e6788c8038b7c.jpg,Italy,IT,42.024831,12.678731,3,7,59,86,130,42,147
014788dda4ab4cd0974ac28a0bd448a5.jpg,Norway,NO,66.469251,14.856078,2,8,70,105,148,50,175
01478ceb6bc547a09464029f3e8d0c64.jpg,Belarus,BY,53.513809,31.201687,3,0,6,1,3,4,1
014d4abc27f042ceb0791d6dcd16b882.jpg,Norway,NO,63.465881,11.130797,4,8,67,106,152,50,172
015504577c6c49f189e7c3a7a7a87385.jpg,Sweden,SE,57.529168,18.467257,3,10,87,120,188,61,209
01615a38a6d54005a77a7aef896b5b9c.jpg,Italy,IT,40.534118,17.482498,0,7,63,95,127,43,142
0178f2f56de942f2bdc7976c3174084c.jpg,Spain,ES,43.036498,-8.797333,4,2,16,29,36,12,44
018a7fe033084603bd87c0a255fcd5a4.jpg,United_Kingdom,GB,57.5645,-4.440971,0,5,44,65,100,32,116
018b5604c4604b418a8a4c119249f312.jpg,United_Kingdom,GB,58.497011,-4.482839,3,5,42,62,95,32,112
018c77531a4841e790523dc752ce83a9.jpg,Finland,FI,65.4812,26.797539,2,3,29,46,57,20,76
01900cbbe46d438b83a69a4d47c552d5.jpg,Poland,PL,53.359897,22.445979,3,9,74,109,166,56,180
0191c550b02f4c549021a99173d0517f.jpg,Italy,IT,40.963253,14.836677,3,7,56,89,135,43,144
01978ef358174653a2a83b2f0bc5c205.jpg,Spain,ES,42.543759,-8.797509,4,2,16,29,36,12,44
019ce075192e4fa39c1cc8398f8c8fae.jpg,United_Kingdom,GB,58.040677,-5.24709,2,5,42,62,95,32,116
019f59e0d286453985d10740ede42939.jpg,Germany,DE,55.006625,8.397612,4,1,9,14,35,8,30
01a2220866b64047ab36bfcaa2e850fa.jpg,Germany,DE,50.457473,7.179745,4,1,8,20,25,7,24
01b8c8b205c6494d998861669217921a.jpg,Sweden,SE,56.885884,14.229187,0,10,83,128,181,65,210
01b988b26a784750bb4b3ab63b95c5fe.jpg,Germany,DE,53.579789,12.725136,4,1,13,19,31,6,34
01ca771cd492488aa068bdf46f79b6e9.jpg,Iceland,IS,65.492488,-23.648453,4,6,48,82,125,37,136
01d314a2d5234c0d824d257ec1266d5a.jpg,France,FR,43.668955,0.535842,4,4,37,48,88,27,94
01e1b61af7f54304a4ce4857438d0898.jpg,Italy,IT,42.819265,10.288272,4,7,62,93,134,42,157
01e3915d80cb4799942e0d86839d45b5.jpg,Norway,NO,70.176525,23.895657,0,8,71,98,155,51,173
01eab2f6b6bc415b96db6aa460c5b7bf.jpg,Finland,FI,63.123632,22.698514,0,3,30,39,68,22,79
01f43d18fb644adebebfc2358b031672.jpg,Norway,NO,62.957201,11.011846,4,8,67,106,152,52,172
01f6bbca55144eb195c98ac212cc173c.jpg,Italy,IT,42.651416,12.373669,4,7,59,86,130,42,147
01f9471bda184521a7d9d773c2c0f74f.jpg,Spain,ES,38.533243,-3.493837,2,2,20,32,38,13,48
0201f303a5d94aaca31ca53a3a809b88.jpg,Spain,ES,43.65764,-5.843969,3,2,16,30,48,12,40
020a0bcad3054bcfb79fe79379332747.jpg,United_Kingdom,GB,52.141722,-1.904786,4,5,47,69,96,31,113
021088af205549ac822bd29c5cc876ac.jpg,Finland,FI,67.475828,27.96251,3,3,25,45,69,18,75
021be4c6462a408dab42813843fdd598.jpg,France,FR,46.399715,-1.32036,2,4,35,58,77,27,80
022f1af55c6443ac9bd4462ec77c28c5.jpg,Norway,NO,65.832434,14.891018,0,8,70,102,148,50,175
02378061d432447d8dad9cd970ba7368.jpg,Sweden,SE,63.528253,14.736579,3,10,86,124,182,63,208
0241c8cb9e7845c0a58ba7a608fe289c.jpg,Poland,PL,50.670538,20.29991,4,9,73,119,163,57,193
02467a44220043d5a7d79737566a7c55.jpg,France,FR,48.257256,-4.538719,3,4,39,50,75,24,82
024f8bbb735344c2a20ba35ebbd04a04.jpg,Iceland,IS,65.364323,-14.850339,0,6,54,81,111,36,138
025337a5ed2e4200a52b619aed5e46fd.jpg,Iceland,IS,65.414525,-21.883301,4,6,55,83,112,37,124
02589dff14364941a8f431a5a30f9679.jpg,France,FR,45.037538,-0.546996,2,4,35,56,77,27,80
025aebdfbf544dcd8c09491fd660f8a3.jpg,Turkey,TR,38.671617,41.199049,4,11,94,133,202,68,222
026d865df2ba44fda58addac0a2bf458.jpg,Sweden,SE,61.758814,14.156599,3,10,84,122,186,63,202
027d74a0e6d4499890fe7102dfd6a483.jpg,Germany,DE,50.161007,7.94395,2,1,8,20,25,7,24
027e9d36a4124de8a1ec481387002527.jpg,Sweden,SE,57.106503,18.320732,2,10,87,120,188,61,209
027ecf3cb22b43458e094200e1e8dfeb.jpg,Spain,ES,42.546068,-6.545819,4,2,16,29,48,12,40
0286769eb75846c3b56da0fd12ea2c0a.jpg,Sweden,SE,61.664889,16.058077,0,10,84,122,193,63,216
029301fc439f441b8ae3069a8cde8bd8.jpg,United_Kingdom,GB,52.122193,1.350357,0,5,47,61,92,31,115
029b77143bc645849e89ed967a36190e.jpg,Poland,PL,53.979933,16.029387,4,9,75,117,165,55,198
029c1b07044c4beba4c9a99d3ad87b66.jpg,Turkey,TR,40.929574,40.071086,4,11,89,136,211,68,238
029e81ada9364b89aa7de702cf506c14.jpg,Germany,DE,51.044009,11.542572,0,1,12,16,28,10,39
02a02543f8e04e9099d86e8d3531d175.jpg,Iceland,IS,65.207334,-21.394387,2,6,55,83,120,37,122
02a71b085fcf43c0a221177eee9831f2.jpg,Sweden,SE,60.156197,13.536888,4,10,85,131,183,64,217
02bd464c45204d89b79820055f487f68.jpg,Germany,DE,49.734777,11.693424,0,1,12,16,22,10,32
02c6013afbed4707a6b0c5bfd58bba2c.jpg,Finland,FI,67.674354,24.220713,0,3,25,38,59,18,70
02c6972865ba4b38911fad8198854591.jpg,Italy,IT,39.046161,8.424981,0,7,57,90,126,44,149
02cd0122233b4402b3fcfd4894ef09e9.jpg,Iceland,IS,64.845934,-13.78368,0,6,54,74,117,36,130
02ce317562c24466bff1177201f4737c.jpg,Poland,PL,52.841454,17.986882,4,9,76,114,179,59,189
02dce6ff9a0a49fd8c970a1197095ced.jpg,Belarus,BY,55.780868,28.601226,3,0,1,10,2,1,3
02e0c2065d3449feacb4b0b81eb6e89e.jpg,Norway,NO,58.999442,6.087284,0,8,64,99,147,53,160
02e9f0d9c7194f4aadc7bcecca1e4717.jpg,Poland,PL,49.809913,22.510039,3,9,79,112,167,57,182
02f143f6fdf6449b9cf4ae6060eb6c3b.jpg,Italy,IT,40.559767,16.265649,3,7,63,95,137,43,155
02f49a8f8a614cc1a870d1d9003ec954.jpg,Turkey,TR,39.524323,44.238627,4,11,90,139,207,68,228
02fcc433a3684106b68a8457cb7ea6a1.jpg,Italy,IT,44.516523,8.9887,4,7,61,88,139,46,158
0303bda7f053467fbb6260ca8c762788.jpg,Sweden,SE,60.692346,13.707227,3,10,84,131,183,64,217
030ad95e5847450fb409ddb0ab7da4ae.jpg,United_Kingdom,GB,56.260214,-4.931949,3,5,44,68,90,30,105
031de3dea94b44bd99a7730837ad0bc0.jpg,Germany,DE,52.249845,7.641704,0,1,14,18,24,7,20
032d7e37df0b495db5c91928c30586c2.jpg,United_Kingdom,GB,50.103203,-5.258185,3,5,41,63,106,33,107
032f919d7b6f480a95f3c007eb5e8701.jpg,Poland,PL,54.705999,18.390373,2,9,72,115,175,59,190
033e6317d30b4bef820a948dc4efcb64.jpg,Spain,ES,43.042244,-4.216932,3,2,22,30,48,15,40
0340df1aad1c41b88662826c1d6b5598.jpg,Norway,NO,59.217874,5.453483,2,8,69,99,147,53,160
034522568c2b4a1aa0ee9d3cfcd16ceb.jpg,Sweden,SE,55.617004,14.199052,0,10,83,128,191,65,206
034a22002d0d414e9147a873a065d059.jpg,Poland,PL,51.29785,22.142687,0,9,78,111,177,58,185
034b1c2a3da14970a76f120adca7c174.jpg,Turkey,TR,38.427501,42.128318,2,11,94,133,199,68,222
035982c6a0c643b183021b308eeadf04.jpg,Poland,PL,50.115604,19.793347,3,9,73,110,173,57,181
037031643b474867a73ac8b7ffe9a2b3.jpg,Spain,ES,37.824225,-0.8189,4,2,23,35,42,17,56
0375aab048564dd8bfed5cab97c0778d.jpg,Finland,FI,64.25866,29.170698,2,3,26,43,65,21,63
037ab50be65b4e639db067a24267c0c8.jpg,Turkey,TR,38.476248,30.251048,3,11,88,141,206,71,221
037cdf8262754229899fd6d08c536f91.jpg,Finland,FI,64.707721,24.869883,3,3,24,47,58,21,73
037db81e9d9c4c3dba8d632c8d5f23b1.jpg,Sweden,SE,56.975206,18.314161,4,10,87,120,188,61,209
038210b687c94694ac5bccdc77a48f61.jpg,Poland,PL,54.729503,18.23875,0,9,72,115,175,59,190
03854bcfed7148c6aefb69bfe00a77a0.jpg,Poland,PL,53.87808,22.345465,3,9,74,109,172,56,194
03873c399ab0473898be6b7749405297.jpg,United_Kingdom,GB,58.062623,-5.016091,0,5,42,62,95,32,116
038bf801b12c483c8bbe81ccc36020cc.jpg,France,FR,49.514203,3.765998,4,4,34,53,84,29,98
0394061466c844b88b9a45bad423f525.jpg,Italy,IT,43.579006,13.517528,4,7,59,92,136,42,148
03941a5d67624d7aa8a32f9a1f7fd670.jpg,France,FR,46.190241,2.080769,3,4,38,54,87,27,90
03962144350540879ded8f31d4994eb7.jpg,France,FR,47.133667,3.881387,3,4,38,49,80,25,84
039af00417e34a63a272eef398da30ea.jpg,Italy,IT,44.415407,12.030543,0,7,62,93,141,45,156
039b2faa13de41afb097b0a731850244.jpg,Sweden,SE,62.395855,13.938966,4,10,84,122,186,63,202
03a611932d1142008a2bd85c70ec7682.jpg,Poland,PL,52.519537,21.122723,4,9,76,118,174,58,186
03afa1a25f3740b28637e64ffd368af2.jpg,Germany,DE,53.454319,8.344698,0,1,9,23,20,8,26
03afbf5bcb444bb3927a6fc5d91c8654.jpg,Belarus,BY,53.416355,30.389823,2,0,6,1,3,4,1
03b6cdffb18d444faf01788645b56ef1.jpg,Belarus,BY,54.611587,27.909403,4,0,5,6,13,2,15
03cc568ab0ff44b99ddd24421bed6a5d.jpg,Poland,PL,53.172641,23.041911,4,9,74,109,166,56,180
03cc694911264258ba907f8b818e606d.jpg,Poland,PL,51.480985,21.469338,2,9,78,119,177,58,185
03df317ad3a8483da2fa040c857af154.jpg,Iceland,IS,65.953526,-19.411614,3,6,51,80,124,40,129
03e2bda4d68f46a0bd56093ba2cea011.jpg,Norway,NO,62.239873,11.768325,4,8,68,97,145,49,176
