fold,partition,iso,country_index,local_label,global_label,lat,lng,training_count
1,a,BY,0,0,0,52.63878715936718,24.995281058618012,86
1,a,BY,0,1,1,55.593486929660386,28.54414761676923,93
1,a,BY,0,2,2,54.992961786312925,30.123470512287422,84
1,a,BY,0,3,3,52.016898797960216,30.003422349692297,108
1,a,BY,0,4,4,52.5079046570644,27.345530446597365,65
1,a,BY,0,5,5,54.01545017578319,28.064541448281847,70
1,a,BY,0,6,6,53.27344856073337,30.34094512648319,119
1,a,BY,0,7,7,54.278051515687395,26.26838437599465,66
1,b,BY,0,0,0,52.65630133617123,24.89966651951192,79
1,b,BY,0,1,1,53.683519740236726,30.71418784693683,52
1,b,BY,0,2,2,54.47413457868085,26.3368785824194,59
1,b,BY,0,3,3,51.86337905327146,29.42945626518327,68
1,b,BY,0,4,4,55.22301370205921,29.923909886946408,59
1,b,BY,0,5,5,53.037167574404606,29.733169870858855,58
1,b,BY,0,6,6,54.31034544588106,28.29268537640648,51
1,b,BY,0,7,7,54.60699576275278,30.44697897064954,28
1,b,BY,0,8,8,53.37603308107778,27.090150588109953,54
1,b,BY,0,9,9,52.382657669979665,30.92044146692945,55
1,b,BY,0,10,10,55.658682990451915,28.561902530370386,81
1,b,BY,0,11,11,52.193637515234585,27.232427982517475,47
1,c,BY,0,0,0,51.86433061927668,29.19727039772376,48
1,c,BY,0,1,1,52.30574043757461,24.150367317080214,20
1,c,BY,0,2,2,55.69629996909602,28.62076197730316,75
1,c,BY,0,3,3,53.70951972642061,30.72895016870495,49
1,c,BY,0,4,4,54.31515385108793,26.177404886619623,46
1,c,BY,0,5,5,52.05130280861347,26.37710353039752,18
1,c,BY,0,6,6,52.53875860408138,25.495294812092325,42
1,c,BY,0,7,7,53.61841567217447,27.842500573160734,35
1,c,BY,0,8,8,54.60699576275278,30.44697897064954,28
1,c,BY,0,9,9,53.51369129545799,24.10020483784345,15
1,c,BY,0,10,10,53.02837911295151,29.88066049311376,57
1,c,BY,0,11,11,52.26826309968368,27.665139190022902,32
1,c,BY,0,12,12,52.43152310494508,31.032073042137203,45
1,c,BY,0,13,13,54.40369199163474,28.423487423817384,42
1,c,BY,0,14,14,55.227045869352885,29.9427181093496,58
1,c,BY,0,15,15,53.28428600902157,26.761453452097612,34
1,c,BY,0,16,16,51.917339877787256,30.168906518832504,28
1,c,BY,0,17,17,55.083456876830176,27.202403053009636,19
1,coarse,BY,0,0,0,52.66827887832284,24.92678478252563,81
1,coarse,BY,0,1,1,55.291982780601565,29.33504114536226,178
1,coarse,BY,0,2,2,54.19930848379731,27.056410903514276,129
1,coarse,BY,0,3,3,52.048511869004834,30.047214414678777,114
1,coarse,BY,0,4,4,53.31056850416993,30.235714160846243,119
1,coarse,BY,0,5,5,52.48318208031462,27.25533605412905,70
1,fine,BY,0,0,0,54.350546473543275,26.231838851864996,43
1,fine,BY,0,1,1,53.71870468740333,30.73042361424316,48
1,fine,BY,0,2,2,52.357568976880884,31.103625988698354,36
1,fine,BY,0,3,3,55.818412791438696,28.51313311624075,51
1,fine,BY,0,4,4,52.198029965288605,27.448580914438526,39
