fold,partition,iso,country_index,local_label,global_label,lat,lng,training_count
2,a,BY,0,0,0,52.68359803440396,24.9287418736265,73
2,a,BY,0,1,1,52.036134693849945,30.045384364508138,117
2,a,BY,0,2,2,53.828936719674374,27.966290016801924,80
2,a,BY,0,3,3,52.2655301003905,27.28579095067665,57
2,a,BY,0,4,4,54.20456266397381,26.195256316722137,64
2,a,BY,0,5,5,54.977652487786344,30.044572784551267,80
2,a,BY,0,6,6,53.368680780443434,30.390502204005223,115
2,a,BY,0,7,7,55.558409351313884,28.521539087606435,105
2,b,BY,0,0,0,55.61943492571724,28.572099772985666,96
2,b,BY,0,1,1,53.639841711439225,30.77962664480833,68
2,b,BY,0,2,2,52.17830588286567,27.245711404315728,49
2,b,BY,0,3,3,53.384257110246246,27.2113656303215,46
2,b,BY,0,4,4,54.43485470849373,26.284234594258102,52
2,b,BY,0,5,5,51.83936366798496,29.44811754339935,69
2,b,BY,0,6,6,55.0192507092215,30.13599493977958,73
2,b,BY,0,7,7,52.396293158771805,24.908311734782878,50
2,b,BY,0,8,8,53.40920871258087,25.047832601180406,28
2,b,BY,0,9,9,53.005366135519225,29.40703382306867,50
2,b,BY,0,10,10,54.32363514750458,28.32173499118919,55
2,b,BY,0,11,11,52.37804449628742,30.950366985939603,55
2,c,BY,0,0,0,55.242666048163414,29.74139025497689,65
2,c,BY,0,1,1,51.87134925894101,29.147426414071013,51
2,c,BY,0,2,2,54.25208327058954,26.074744382546378,50
2,c,BY,0,3,3,53.66541018598088,31.569241605437263,22
2,c,BY,0,4,4,53.00971221949392,29.30532494040541,43
2,c,BY,0,5,5,52.18243495372911,27.45779136541673,39
2,c,BY,0,6,6,54.19135386451772,28.396508889175756,40
2,c,BY,0,7,7,52.96294044961808,30.463304217603696,29
2,c,BY,0,8,8,55.73707818124653,28.525512127594983,73
2,c,BY,0,9,9,52.54187353370547,25.679677940109272,48
2,c,BY,0,10,10,54.61477336218532,30.433859861577513,25
2,c,BY,0,11,11,52.308996957345435,31.197447328698445,34
2,c,BY,0,12,12,53.38667934726129,27.25665817920104,44
2,c,BY,0,13,13,54.836939581763986,27.687999024062126,30
2,c,BY,0,14,14,52.34337721349194,24.230910595229865,23
2,c,BY,0,15,15,51.87064097301351,30.261976213514625,28
2,c,BY,0,16,16,53.563733730609364,24.1463886672821,11
2,c,BY,0,17,17,53.756657881076976,30.36894268257229,36
2,coarse,BY,0,0,0,55.43041541854827,29.054101273795556,156
2,coarse,BY,0,1,1,52.6497972216784,25.004237704460923,78
2,coarse,BY,0,2,2,52.3020100331498,30.006827928376616,163
2,coarse,BY,0,3,3,52.51837656299554,27.576935051100197,72
2,coarse,BY,0,4,4,53.895187535858646,30.622115352088507,94
