filename,country,iso,lat,lng,fold,country_index,a,b,c,coarse,fine
0006762b474e4b4d9be9a61ed0247fd9.jpg,Italy,IT,40.890871,14.348968,2,7,62,86,139,43,142
000f2b81d53847fa840df9bd0d59f9cf.jpg,Poland,PL,51.659431,17.800406,0,9,73,119,172,57,183
000f306e85ea4f5ca0ba89e76b6d698b.jpg,Finland,FI,67.673233,24.221374,0,3,27,43,62,21,68
000f6b23adde458090bbbd202dcd7a30.jpg,Finland,FI,61.488511,22.70362,1,3,24,37,54,20,69
000ff4ddb5fd41408eb4adad85c37e7b.jpg,Belarus,BY,53.227725,28.685234,1,0,4,3,17,3,7
00138c19ed274a64a8eb01a8fbd6c33f.jpg,Finland,FI,65.50081,28.926073,2,3,30,38,71,23,72
0019a967bdae44d4a7adc69bfcb1f823.jpg,Iceland,IS,63.617922,-18.451649,2,6,48,83,113,38,132
001c2dde9a32436ca4192d5015a4af8c.jpg,Finland,FI,60.84178,25.545941,2,3,24,42,60,20,76
001d942139a74bc7a3dc6f15fda203fe.jpg,United_Kingdom,GB,57.398188,-3.408784,4,5,47,65,91,31,108
00368a72f2a9491fba0f2fd1ea95bfbc.jpg,France,FR,45.374921,4.68234,2,4,39,52,75,28,94
003e7647a298476f9a6d86b43aa613f3.jpg,United_Kingdom,GB,52.771584,-2.733232,0,5,43,67,107,35,114
00413a2cbe4740afa40dd8b5d9236855.jpg,Norway,NO,58.671712,5.596509,4,8,64,97,146,53,169
0041ded3d11848a29e1b5f3e2a795dbb.jpg,Poland,PL,51.776288,21.16491,0,9,77,112,178,55,197
00440e61758940c089a060199d0820d0.jpg,United_Kingdom,GB,50.37843,-4.942082,0,5,40,63,92,30,102
004d6a54456c4568accb522ab7ef6736.jpg,Belarus,BY,53.483668,26.399052,0,0,5,1,0,4,18
004e2663dd664c728eee9b671633815d.jpg,Italy,IT,39.079642,8.418951,0,7,58,94,136,47,153
004ebffb76f84ed8aef5b1dd8cc3764d.jpg,Finland,FI,67.124174,25.056933,2,3,27,43,58,21,79
0050602ff67c4226940f39601ead69fd.jpg,Germany,DE,51.058411,14.616768,0,1,9,16,35,10,25
0052dcb578f74ec9b8915d16979c8ae3.jpg,France,FR,47.520819,4.324779,1,4,39,53,74,29,97
005658d1ba634559a38d1c7ebdbf7f21.jpg,Turkey,TR,39.125923,30.16177,0,11,88,140,204,71,226
0057bf0f91f64f04b899dee57ade9960.jpg,Sweden,SE,62.448483,17.308534,4,10,83,129,184,63,211
005852fdabaf4d25bc087086a51f36ff.jpg,Poland,PL,53.517441,19.013004,1,9,76,110,168,54,181
005def1af56347558723886d9ddfa48f.jpg,Belarus,BY,53.790706,30.93654,1,0,4,10,16,5,14
005e9cb7fd5b4024b5815614a701dfa5.jpg,Iceland,IS,65.550691,-23.115731,1,6,51,78,112,36,128
0069ba77e4454caca74a367303668dd2.jpg,Italy,IT,42.779707,11.124759,4,7,60,87,128,46,152
006d6770631844dfb8430961c13f069d.jpg,Finland,FI,63.630349,25.785498,2,3,31,36,66,18,63
007111be52084672b8eed21fa7298449.jpg,Poland,PL,50.379338,19.758415,0,9,79,115,175,58,191
0087f52cd0b9428b9b8f1576f3bf91f0.jpg,Spain,ES,39.351556,3.132722,0,2,22,29,40,17,40
008aaac423a34be6bf455d8433560fe5.jpg,Iceland,IS,66.01157,-19.387095,4,6,49,75,119,41,122
00906204ddc84819a976d80a06e4bcb3.jpg,France,FR,49.418365,5.704938,2,4,38,54,82,29,98
