fold,partition,iso,country_index,local_label,global_label,lat,lng,training_count
0,a,BY,0,0,0,54.154431208030466,27.0511841764618,115
0,a,BY,0,1,1,55.5892462885667,28.538848226997267,117
0,a,BY,0,2,2,52.368699576984824,31.022462071486178,49
0,a,BY,0,3,3,52.64823139057528,25.04413423582554,81
0,a,BY,0,4,4,53.387087414307025,30.149291950371516,115
0,a,BY,0,5,5,54.9513758049091,29.999160232566634,84
0,a,BY,0,6,6,52.50567000783367,27.36165302937525,64
0,a,BY,0,7,7,51.867813262394534,29.463731777451606,66
0,b,BY,0,0,0,55.63884863182697,28.58263939630796,109
0,b,BY,0,1,1,52.20332381380986,27.426188236290134,42
0,b,BY,0,2,2,52.38399707178013,31.02111023584893,50
0,b,BY,0,3,3,52.431911448619836,25.231320515858666,65
0,b,BY,0,4,4,51.84686253802332,29.4679330876973,64
0,b,BY,0,5,5,55.009377247686444,30.132771156143562,74
0,b,BY,0,6,6,54.497172290521874,26.354654554406693,50
0,b,BY,0,7,7,54.32469081320371,28.32341376786554,54
0,b,BY,0,8,8,53.53521068809948,24.317125799027732,17
0,b,BY,0,9,9,53.716426880049745,30.700199434096145,57
0,b,BY,0,10,10,53.02761957238576,29.58987344475266,58
0,b,BY,0,11,11,53.363765647052496,27.07024815652,51
0,c,BY,0,0,0,54.91458771525455,30.323128623208614,54
0,c,BY,0,1,1,54.42843928948777,28.477241523958412,41
0,c,BY,0,2,2,53.22101448562989,27.245625151840446,30
0,c,BY,0,3,3,55.33853597419278,29.151768431918256,56
0,c,BY,0,4,4,53.030045964456846,29.372863822240873,46
0,c,BY,0,5,5,53.506924388385606,24.161527084987128,15
0,c,BY,0,6,6,54.391262179659506,26.123713055382115,30
0,c,BY,0,7,7,55.81785213567288,28.479750700845884,67
0,c,BY,0,8,8,52.35499051636593,25.77635142212428,37
0,c,BY,0,9,9,52.117790657075574,30.96161645154748,44
0,c,BY,0,10,10,52.21387066023125,27.47649442366644,40
0,c,BY,0,11,11,52.839331734671774,30.61411922353493,29
0,c,BY,0,12,12,55.07300085530098,27.209242458263326,19
0,c,BY,0,13,13,52.355093024339766,24.419511247810238,24
0,c,BY,0,14,14,53.88038960676121,27.637170929054065,26
0,c,BY,0,15,15,53.72448325291934,30.705213102187177,56
0,c,BY,0,16,16,51.875788814910806,29.3005805277956,54
0,c,BY,0,17,17,53.46023563183171,25.868701153130512,23
0,coarse,BY,0,0,0,52.68747359703728,24.959215355323938,75
0,coarse,BY,0,1,1,52.14263833006593,30.076675228918997,124
0,coarse,BY,0,2,2,55.440649861763745,29.028477065438203,173
0,coarse,BY,0,3,3,53.6450245708128,30.239556307280115,129
0,coarse,BY,0,4,4,52.4723926403115,27.270554676150116,71
0,coarse,BY,0,5,5,54.18192371334562,27.067973555772983,119
0,fine,BY,0,0,0,54.61953183469815,30.444477549937137,27
0,fine,BY,0,1,1,53.030045964456846,29.372863822240873,46
0,fine,BY,0,2,2,55.07300085530098,27.209242458263326,19
0,fine,BY,0,3,3,55.39380471205044,28.88953299501406,40
0,fine,BY,0,4,4,54.29141776779191,26.1072834704492,38
0,fine,BY,0,5,5,52.312879511064956,24.21864541026111,18
0,fine,BY,0,6,6,51.864559288069515,29.145911361565787,44
0,fine,BY,0,7,7,52.46585075680634,25.635567694961473,48
0,fine,BY,0,8,8,52.13004934144918,27.42262309340023,34
0,fine,BY,0,9,9,52.839331734671774,30.61411922353493,29
0,fine,BY,0,10,10,54.32469081320371,28.32341376786554,54
0,fine,BY,0,11,11,53.5491369901985,26.83840517455823,30
0,fine,BY,0,12,12,53.62387289610272,31.593867115795522,15
0,fine,BY,0,13,13,53.75964397268373,30.379057113005995,41
0,fine,BY,0,14,14,53.506924388385606,24.161527084987128,15
0,fine,BY,0,15,15,52.26653890992438,31.26529123422922,29
0,fine,BY,0,16,16,53.03360572659231,27.393838413481326,28
0,fine,BY,0,17,17,55.23076116063073,29.96320488275362,46
0,fine,BY,0,18,18,51.88071530467953,30.15240832774079,26
0,fine,BY,0,19,19,55.828634826278986,28.47085401462718,64
0,a,DE,1,0,8,50.66951182634178,11.127113047490568,100
0,a,DE,1,1,9,48.419753316978834,11.83213838637275,89
0,a,DE,1,2,10,53.79041200455659,9.099720567388824,125
0,a,DE,1,3,11,50.12308290416378,8.031323566858372,97
0,a,DE,1,4,12,51.92555624579755,7.958251636215388,88
0,a,DE,1,5,13,51.95381170611567,13.757706558118407,112
0,a,DE,1,6,14,48.298931845550676,9.246537311589641,88
0,a,DE,1,7,15,53.139874092264996,11.854737054753647,101
0,b,DE,1,0,12,51.62404218908019,13.592262079026709,106
0,b,DE,1,1,13,51.69571395842622,7.50376676224407,58
0,b,DE,1,2,14,47.91682294111116,10.675292948556061,54
0,b,DE,1,3,15,52.7662436648392,10.739552266989145,72
0,b,DE,1,4,16,49.49092105919187,10.905022869551583,55
0,b,DE,1,5,17,48.45788388167345,12.56722330025301,43
0,b,DE,1,6,18,48.389190035247786,8.614984385522968,57
0,b,DE,1,7,19,53.2768995807351,13.02060224377658,69
0,b,DE,1,8,20,50.16953058526615,7.9267410117722665,87
0,b,DE,1,9,21,50.98027802656365,10.59155545660926,67
0,b,DE,1,10,22,53.11359099256861,8.381978228275793,65
0,b,DE,1,11,23,54.282891954097444,9.494434420530867,67
0,c,DE,1,0,18,48.10701561398216,8.593500383629383,38
0,c,DE,1,1,19,52.98905443023341,11.429955757443341,47
0,c,DE,1,2,20,51.61062604340078,7.231986234525327,44
0,c,DE,1,3,21,48.45788388167345,12.56722330025301,43
0,c,DE,1,4,22,51.686720503354586,13.956639267870715,70
0,c,DE,1,5,23,51.92743188611467,11.588409549314557,39
0,c,DE,1,6,24,49.51068976053004,11.02808384702176,46
0,c,DE,1,7,25,53.19737771883281,7.9284524569363635,42
0,c,DE,1,8,26,49.320632145922765,8.72212899430412,45
0,c,DE,1,9,27,54.613366447817455,9.16579095302721,35
0,c,DE,1,10,28,47.92691934517577,10.658044679147414,55
0,c,DE,1,11,29,50.68628462371033,12.132103934094587,36
0,c,DE,1,12,30,50.705501179874304,9.59750895592131,57
0,c,DE,1,13,31,54.03081703487463,12.387380909152741,23
0,c,DE,1,14,32,50.23769577970464,7.163775995866991,45
0,c,DE,1,15,33,52.883279073162775,13.723820710302883,41
0,c,DE,1,16,34,52.25963397937983,9.180475157172564,41
0,c,DE,1,17,35,53.623847672522416,9.700510745154048,53
0,coarse,DE,1,0,6,48.31867737229103,11.508288892047645,112
0,coarse,DE,1,1,7,53.47742534442067,9.551941095824567,200
0,coarse,DE,1,2,8,51.051773131126666,7.614208193996835,118
0,coarse,DE,1,3,9,52.33668815921307,13.42112226587575,160
0,coarse,DE,1,4,10,48.8033466309022,8.720791635993878,96
0,coarse,DE,1,5,11,50.68496029104005,10.996273618664768,114
0,fine,DE,1,0,20,52.93109445571842,11.488340120156469,46
0,fine,DE,1,1,21,47.92691934517577,10.658044679147414,55
0,fine,DE,1,2,22,48.45788388167345,12.56722330025301,43
0,fine,DE,1,3,23,50.20693700263029,7.100053573325951,42
0,fine,DE,1,4,24,49.24750365746919,8.714647910429388,42
0,fine,DE,1,5,25,51.61350388433584,14.197530330359013,50
0,fine,DE,1,6,26,50.67370675035528,12.347000168913091,31
